frame,track_id,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,timestamp_sec
132,4,1022,658,1071,799,1046,799,4.4
132,2,502,712,568,858,535,858,4.4
133,3,1257,660,1312,800,1284,800,4.433333333333334
133,5,475,659,527,771,501,771,4.433333333333334
133,4,1024,657,1108,807,1066,807,4.433333333333334
133,4,1024,659,1079,802,1051,802,4.433333333333334
133,2,504,709,568,863,536,863,4.433333333333334
134,3,1258,661,1324,806,1291,806,4.466666666666667
134,5,475,658,533,775,504,775,4.466666666666667
134,4,1025,658,1104,808,1064,808,4.466666666666667
134,4,1026,658,1077,804,1051,804,4.466666666666667
134,2,505,703,569,868,537,868,4.466666666666667
134,3,1257,660,1354,816,1305,816,4.466666666666667
135,5,473,661,542,777,507,777,4.5
135,4,1024,658,1105,813,1064,813,4.5
135,4,1026,659,1079,807,1052,807,4.5
135,2,499,676,572,870,535,870,4.5
135,3,1259,661,1354,815,1306,815,4.5
135,2,472,666,580,870,526,870,4.5
136,4,1021,660,1103,817,1062,817,4.533333333333333
136,4,1022,660,1079,812,1050,812,4.533333333333333
136,3,1259,661,1370,821,1314,821,4.533333333333333
136,2,472,658,573,871,522,871,4.533333333333333
137,4,1023,664,1104,821,1063,821,4.566666666666666
137,4,1023,663,1080,812,1051,812,4.566666666666666
137,3,1260,661,1377,824,1318,824,4.566666666666666
137,2,471,654,574,874,522,874,4.566666666666666
138,4,1025,666,1113,823,1069,823,4.6
138,4,1025,666,1086,818,1055,818,4.6
138,3,1263,663,1372,822,1317,822,4.6
138,2,470,652,571,855,520,855,4.6
138,5,472,656,564,785,518,785,4.6
139,4,1029,665,1114,822,1071,822,4.633333333333334
139,4,1026,668,1088,819,1057,819,4.633333333333334
139,3,1262,668,1366,818,1314,818,4.633333333333334
139,2,475,653,576,866,525,866,4.633333333333334
140,4,1029,668,1107,825,1068,825,4.666666666666667
140,4,1025,668,1088,817,1056,817,4.666666666666667
140,3,1259,670,1367,817,1313,817,4.666666666666667
140,2,489,647,583,877,536,877,4.666666666666667
141,4,1027,670,1115,828,1071,828,4.7
141,4,1019,667,1095,820,1057,820,4.7
141,3,1264,672,1372,819,1318,819,4.7
141,2,499,651,595,877,547,877,4.7
142,4,1031,672,1116,827,1073,827,4.733333333333333
142,4,1027,673,1090,820,1058,820,4.733333333333333
142,2,505,653,603,878,554,878,4.733333333333333
142,3,1300,676,1379,820,1339,820,4.733333333333333
143,4,1031,666,1124,824,1077,824,4.766666666666667
143,4,1031,674,1087,816,1059,816,4.766666666666667
143,2,510,653,610,876,560,876,4.766666666666667
143,3,1306,680,1390,821,1348,821,4.766666666666667
143,2,508,659,575,871,541,871,4.766666666666667
144,4,1035,676,1088,817,1061,817,4.8
144,2,512,674,601,904,556,904,4.8
144,3,1311,680,1396,820,1353,820,4.8
144,2,511,678,578,873,544,873,4.8
145,4,1035,675,1096,821,1065,821,4.833333333333333
145,2,513,680,602,913,557,913,4.833333333333333
145,3,1321,678,1404,818,1362,818,4.833333333333333
145,2,513,684,584,876,548,876,4.833333333333333
145,4,1037,669,1129,830,1083,830,4.833333333333333
146,4,1036,674,1097,821,1066,821,4.866666666666666
146,2,511,678,600,918,555,918,4.866666666666666
146,3,1328,678,1405,817,1366,817,4.866666666666666
146,2,513,718,578,875,545,875,4.866666666666666
146,4,1039,670,1125,825,1082,825,4.866666666666666
147,4,1036,671,1099,823,1067,823,4.9
147,2,507,706,603,920,555,920,4.9
147,3,1335,675,1408,818,1371,818,4.9
147,2,509,728,570,879,539,879,4.9
148,4,1034,671,1099,829,1066,829,4.933333333333334
148,2,503,717,598,911,550,911,4.933333333333334
148,3,1340,672,1408,819,1374,819,4.933333333333334
148,2,507,724,566,884,536,884,4.933333333333334
148,5,565,654,634,803,599,803,4.933333333333334
148,4,1041,669,1118,833,1079,833,4.933333333333334
149,4,1031,671,1099,832,1065,832,4.966666666666667
149,2,500,726,603,918,551,918,4.966666666666667
149,3,1343,671,1410,821,1376,821,4.966666666666667
149,2,503,728,572,895,537,895,4.966666666666667
149,5,574,658,643,803,608,803,4.966666666666667
150,4,1027,673,1100,838,1063,838,5.0
150,2,502,732,609,920,555,920,5.0
150,3,1343,670,1411,823,1377,823,5.0
150,2,507,736,574,908,540,908,5.0
150,5,584,661,645,797,614,797,5.0
151,4,1027,676,1100,835,1063,835,5.033333333333333
151,3,1346,670,1413,824,1379,824,5.033333333333333
151,2,505,749,585,916,545,916,5.033333333333333
151,5,595,660,655,795,625,795,5.033333333333333
152,4,1033,682,1104,834,1068,834,5.066666666666666
152,3,1348,671,1415,824,1381,824,5.066666666666666
152,2,502,769,590,921,546,921,5.066666666666666
152,5,603,665,667,794,635,794,5.066666666666666
153,3,1352,670,1418,827,1385,827,5.1
153,2,500,787,593,923,546,923,5.1
153,5,607,665,671,798,639,798,5.1
153,3,1354,671,1446,828,1400,828,5.1
153,4,1043,687,1116,840,1079,840,5.1
154,3,1357,670,1421,827,1389,827,5.133333333333334
154,2,500,802,599,926,549,926,5.133333333333334
154,5,606,665,691,805,648,805,5.133333333333334
154,3,1359,670,1443,828,1401,828,5.133333333333334
154,4,1047,692,1121,849,1084,849,5.133333333333334
155,3,1360,669,1424,823,1392,823,5.166666666666667
155,2,500,814,598,929,549,929,5.166666666666667
155,5,607,667,692,804,649,804,5.166666666666667
155,3,1364,669,1451,826,1407,826,5.166666666666667
155,4,1048,696,1131,853,1089,853,5.166666666666667
156,3,1367,668,1424,819,1395,819,5.2
156,2,503,822,595,931,549,931,5.2
156,5,614,667,702,805,658,805,5.2
156,3,1370,667,1452,823,1411,823,5.2
156,4,1045,697,1140,858,1092,858,5.2
157,3,1369,666,1427,819,1398,819,5.233333333333333
157,2,513,837,593,932,553,932,5.233333333333333
157,5,625,667,709,805,667,805,5.233333333333333
157,3,1373,665,1455,822,1414,822,5.233333333333333
157,4,1047,698,1145,864,1096,864,5.233333333333333
158,3,1372,665,1434,819,1403,819,5.266666666666667
158,2,510,850,594,932,552,932,5.266666666666667
158,5,647,669,718,804,682,804,5.266666666666667
158,3,1376,664,1458,823,1417,823,5.266666666666667
158,4,1048,698,1148,866,1098,866,5.266666666666667
159,3,1375,665,1435,816,1405,816,5.3
159,5,659,671,727,800,693,800,5.3
159,3,1379,664,1460,818,1419,818,5.3
159,4,1048,703,1152,864,1100,864,5.3
160,3,1378,664,1443,815,1410,815,5.333333333333333
160,5,670,673,739,803,704,803,5.333333333333333
160,4,1045,707,1139,863,1092,863,5.333333333333333
161,5,680,677,743,802,711,802,5.366666666666666
161,4,1046,716,1134,861,1090,861,5.366666666666666
161,3,1379,665,1461,819,1420,819,5.366666666666666
162,5,685,677,752,805,718,805,5.4
162,4,1047,717,1138,864,1092,864,5.4
162,3,1382,666,1467,821,1424,821,5.4
163,5,688,676,764,813,726,813,5.433333333333334
163,4,1047,712,1143,866,1095,866,5.433333333333334
163,3,1383,667,1452,818,1417,818,5.433333333333334
164,5,694,675,777,820,735,820,5.466666666666667
164,4,1041,716,1140,866,1090,866,5.466666666666667
164,3,1382,668,1470,823,1426,823,5.466666666666667
165,5,702,677,786,825,744,825,5.5
165,4,1038,713,1137,864,1087,864,5.5
165,3,1382,669,1472,824,1427,824,5.5
165,4,1034,706,1110,860,1072,860,5.5
166,5,714,678,794,824,754,824,5.533333333333333
166,3,1381,668,1474,825,1427,825,5.533333333333333
166,4,1031,707,1118,862,1074,862,5.533333333333333
167,5,729,679,800,822,764,822,5.566666666666666
167,3,1382,669,1469,820,1425,820,5.566666666666666
167,4,1030,705,1103,860,1066,860,5.566666666666666
168,5,742,679,813,828,777,828,5.6
168,3,1384,669,1461,816,1422,816,5.6
168,4,1025,707,1097,857,1061,857,5.6
169,5,752,680,817,830,784,830,5.633333333333334
169,3,1386,667,1451,817,1418,817,5.633333333333334
169,4,1022,707,1092,854,1057,854,5.633333333333334
169,3,1386,664,1474,825,1430,825,5.633333333333334
170,5,762,681,823,825,792,825,5.666666666666667
170,3,1389,666,1446,819,1417,819,5.666666666666667
170,4,1019,704,1088,855,1053,855,5.666666666666667
170,3,1389,664,1479,827,1434,827,5.666666666666667
171,5,770,682,834,825,802,825,5.7
171,3,1390,663,1441,815,1415,815,5.7
171,4,1016,706,1087,861,1051,861,5.7
171,3,1390,662,1484,827,1437,827,5.7
172,5,776,683,853,830,814,830,5.733333333333333
172,3,1391,660,1444,814,1417,814,5.733333333333333
172,4,1011,707,1093,865,1052,865,5.733333333333333
172,3,1392,660,1488,827,1440,827,5.733333333333333
173,5,779,684,869,838,824,838,5.766666666666667
173,3,1391,658,1455,816,1423,816,5.766666666666667
173,4,1009,709,1082,857,1045,857,5.766666666666667
173,3,1392,658,1490,825,1441,825,5.766666666666667
174,5,781,686,877,843,829,843,5.8
174,4,1010,714,1075,855,1042,855,5.8
174,3,1391,658,1488,823,1439,823,5.8
175,5,797,691,881,842,839,842,5.833333333333333
175,4,1007,717,1072,853,1039,853,5.833333333333333
175,3,1385,661,1481,821,1433,821,5.833333333333333
176,5,813,691,885,844,849,844,5.866666666666666
176,4,1005,720,1070,855,1037,855,5.866666666666666
176,3,1380,663,1481,819,1430,819,5.866666666666666
176,3,1380,664,1453,812,1416,812,5.866666666666666
177,5,823,690,887,841,855,841,5.9
177,4,1003,721,1067,854,1035,854,5.9
177,3,1376,666,1455,811,1415,811,5.9
178,5,831,692,899,842,865,842,5.933333333333334
178,4,1001,725,1065,848,1033,848,5.933333333333334
178,3,1371,668,1457,810,1414,810,5.933333333333334
179,5,838,694,912,844,875,844,5.966666666666667
179,4,1001,726,1063,843,1032,843,5.966666666666667
179,3,1369,670,1457,810,1413,810,5.966666666666667
180,5,842,692,917,848,879,848,6.0
180,4,1000,726,1062,836,1031,836,6.0
180,2,503,845,585,932,544,932,6.0
180,3,1368,669,1460,812,1414,812,6.0
181,5,849,686,925,847,887,847,6.033333333333333
181,4,999,724,1061,841,1030,841,6.033333333333333
181,2,506,844,586,932,546,932,6.033333333333333
181,3,1370,669,1458,812,1414,812,6.033333333333333
182,5,855,680,918,839,886,839,6.066666666666666
182,4,998,723,1059,845,1028,845,6.066666666666666
182,2,513,841,586,931,549,931,6.066666666666666
182,3,1371,668,1459,811,1415,811,6.066666666666666
183,5,859,666,917,839,888,839,6.1
183,4,998,721,1058,848,1028,848,6.1
183,2,518,838,586,931,552,931,6.1
183,3,1370,666,1460,812,1415,812,6.1
184,5,859,654,918,835,888,835,6.133333333333334
184,4,998,716,1058,847,1028,847,6.133333333333334
184,3,1368,664,1458,810,1413,810,6.133333333333334
185,5,855,650,921,835,888,835,6.166666666666667
185,4,995,709,1055,850,1025,850,6.166666666666667
185,3,1363,664,1436,807,1399,807,6.166666666666667
186,5,862,646,927,834,894,834,6.2
186,4,993,681,1066,852,1029,852,6.2
186,2,449,835,586,932,517,932,6.2
186,3,1360,664,1429,808,1394,808,6.2
187,5,869,647,931,835,900,835,6.233333333333333
187,4,997,670,1071,849,1034,849,6.233333333333333
187,2,453,833,582,931,517,931,6.233333333333333
187,3,1358,666,1422,807,1390,807,6.233333333333333
188,5,869,643,934,840,901,840,6.266666666666667
188,4,996,660,1072,842,1034,842,6.266666666666667
188,2,460,832,579,931,519,931,6.266666666666667
188,3,1356,668,1419,806,1387,806,6.266666666666667
189,5,875,637,935,822,905,822,6.3
189,4,998,650,1071,836,1034,836,6.3
189,2,464,831,578,931,521,931,6.3
189,3,1352,671,1421,805,1386,805,6.3
190,5,885,635,937,818,911,818,6.333333333333333
190,4,1000,649,1071,832,1035,832,6.333333333333333
190,2,469,829,578,931,523,931,6.333333333333333
190,3,1349,674,1431,809,1390,809,6.333333333333333
191,5,890,636,937,816,913,816,6.366666666666666
191,4,1001,648,1069,831,1035,831,6.366666666666666
191,2,470,828,577,932,523,932,6.366666666666666
191,3,1346,678,1419,804,1382,804,6.366666666666666
191,2,506,826,578,931,542,931,6.366666666666666
192,5,890,633,947,818,918,818,6.4
192,4,1001,644,1069,833,1035,833,6.4
192,2,468,827,576,931,522,931,6.4
192,3,1342,681,1423,808,1382,808,6.4
193,5,893,637,949,821,921,821,6.433333333333334
193,4,1001,644,1070,831,1035,831,6.433333333333334
193,2,466,826,575,925,520,925,6.433333333333334
193,3,1340,683,1421,809,1380,809,6.433333333333334
193,2,498,824,574,919,536,919,6.433333333333334
194,5,896,644,952,824,924,824,6.466666666666667
194,4,1000,645,1071,830,1035,830,6.466666666666667
194,2,478,824,562,916,520,916,6.466666666666667
194,3,1339,687,1421,809,1380,809,6.466666666666667
194,2,504,821,563,910,533,910,6.466666666666667
195,5,902,648,970,828,936,828,6.5
195,4,999,646,1071,830,1035,830,6.5
195,2,470,820,557,914,513,914,6.5
195,3,1338,690,1424,810,1381,810,6.5
195,2,508,817,555,907,531,907,6.5
196,5,902,655,972,833,937,833,6.533333333333333
196,4,997,646,1070,831,1033,831,6.533333333333333
196,2,466,814,559,915,512,915,6.533333333333333
196,3,1338,692,1426,812,1382,812,6.533333333333333
197,5,910,659,974,838,942,838,6.566666666666666
197,4,996,645,1070,830,1033,830,6.566666666666666
197,2,468,805,556,914,512,914,6.566666666666666
197,3,1338,693,1427,814,1382,814,6.566666666666666
198,5,914,663,973,848,943,848,6.6
198,4,999,646,1072,830,1035,830,6.6
198,2,469,800,551,912,510,912,6.6
198,3,1338,693,1427,815,1382,815,6.6
199,5,919,664,978,855,948,855,6.633333333333334
199,4,998,643,1074,832,1036,832,6.633333333333334
199,2,471,797,548,911,509,911,6.633333333333334
199,3,1337,694,1424,815,1380,815,6.633333333333334
200,5,921,674,976,861,948,861,6.666666666666667
200,4,994,645,1075,838,1034,838,6.666666666666667
200,2,473,789,551,911,512,911,6.666666666666667
200,3,1336,694,1420,815,1378,815,6.666666666666667
201,5,927,684,975,865,951,865,6.7
201,4,990,641,1072,839,1031,839,6.7
201,2,474,784,549,910,511,910,6.7
201,3,1331,695,1416,815,1373,815,6.7
202,5,930,686,975,866,952,866,6.733333333333333
202,4,991,661,1062,841,1026,841,6.733333333333333
202,2,478,781,545,907,511,907,6.733333333333333
202,3,1325,696,1413,813,1369,813,6.733333333333333
203,5,931,687,974,865,952,865,6.766666666666667
203,4,993,670,1054,847,1023,847,6.766666666666667
203,2,481,777,545,904,513,904,6.766666666666667
203,3,1322,696,1405,810,1363,810,6.766666666666667
204,5,931,684,973,863,952,863,6.8
204,4,990,670,1063,847,1026,847,6.8
204,2,482,775,545,903,513,903,6.8
204,3,1318,697,1401,812,1359,812,6.8
205,5,932,679,975,863,953,863,6.833333333333333
205,4,996,686,1051,847,1023,847,6.833333333333333
205,2,471,773,547,904,509,904,6.833333333333333
205,3,1313,699,1398,812,1355,812,6.833333333333333
206,5,930,676,974,864,952,864,6.866666666666666
206,4,994,690,1044,843,1019,843,6.866666666666666
206,2,472,771,550,903,511,903,6.866666666666666
206,3,1308,698,1393,812,1350,812,6.866666666666666
207,5,929,665,977,862,953,862,6.9
207,4,993,693,1043,840,1018,840,6.9
207,2,463,767,554,908,508,908,6.9
207,3,1306,696,1396,813,1351,813,6.9
208,5,928,664,977,862,952,862,6.933333333333334
208,4,997,702,1042,840,1019,840,6.933333333333334
208,2,461,763,557,909,509,909,6.933333333333334
208,3,1300,697,1397,814,1348,814,6.933333333333334
208,4,985,646,1072,839,1028,839,6.933333333333334
209,5,926,658,977,862,951,862,6.966666666666667
209,4,997,706,1043,840,1020,840,6.966666666666667
209,2,462,758,561,910,511,910,6.966666666666667
209,3,1295,701,1397,813,1346,813,6.966666666666667
209,4,985,644,1072,840,1028,840,6.966666666666667
210,5,925,657,977,862,951,862,7.0
210,4,996,705,1044,840,1020,840,7.0
210,2,465,756,562,910,513,910,7.0
210,3,1281,703,1394,812,1337,812,7.0
210,4,986,645,1073,842,1029,842,7.0
211,5,924,656,976,863,950,863,7.033333333333333
211,4,995,704,1046,840,1020,840,7.033333333333333
211,2,474,753,562,908,518,908,7.033333333333333
211,3,1271,705,1392,813,1331,813,7.033333333333333
211,4,986,647,1075,839,1030,839,7.033333333333333
212,5,922,658,980,864,951,864,7.066666666666666
212,4,994,705,1051,840,1022,840,7.066666666666666
212,2,481,749,562,906,521,906,7.066666666666666
212,3,1256,710,1392,810,1324,810,7.066666666666666
212,4,985,649,1075,840,1030,840,7.066666666666666
213,5,922,665,981,862,951,862,7.1
213,4,995,705,1054,841,1024,841,7.1
213,2,488,745,563,904,525,904,7.1
213,3,1244,714,1393,808,1318,808,7.1
213,4,1005,682,1074,841,1039,841,7.1
214,5,921,675,975,859,948,859,7.133333333333334
214,4,1000,699,1057,845,1028,845,7.133333333333334
214,2,496,741,565,900,530,900,7.133333333333334
214,3,1227,715,1393,807,1310,807,7.133333333333334
214,4,1000,681,1069,840,1034,840,7.133333333333334
215,5,919,684,973,858,946,858,7.166666666666667
215,4,1004,700,1059,847,1031,847,7.166666666666667
215,2,502,737,570,897,536,897,7.166666666666667
215,3,1207,722,1392,805,1299,805,7.166666666666667
215,4,1000,683,1067,840,1033,840,7.166666666666667
216,5,916,689,970,855,943,855,7.2
216,2,505,734,569,897,537,897,7.2
216,3,1182,727,1388,806,1285,806,7.2
216,4,999,680,1067,841,1033,841,7.2
217,5,914,692,968,855,941,855,7.233333333333333
217,2,509,731,569,896,539,896,7.233333333333333
217,3,1173,731,1382,801,1277,801,7.233333333333333
217,4,1002,679,1065,839,1033,839,7.233333333333333
218,5,912,692,968,854,940,854,7.266666666666667
218,2,512,728,569,897,540,897,7.266666666666667
218,3,1164,734,1374,796,1269,796,7.266666666666667
218,4,1002,678,1066,840,1034,840,7.266666666666667
219,5,910,691,967,853,938,853,7.3
219,2,514,725,571,896,542,896,7.3
219,3,1156,736,1363,796,1259,796,7.3
219,4,1003,677,1066,837,1034,837,7.3
220,5,909,691,966,852,937,852,7.333333333333333
220,2,516,723,574,895,545,895,7.333333333333333
220,3,1149,736,1352,796,1250,796,7.333333333333333
220,4,1001,680,1066,843,1033,843,7.333333333333333
221,5,907,687,967,850,937,850,7.366666666666666
221,2,519,721,579,894,549,894,7.366666666666666
221,3,1146,732,1338,796,1242,796,7.366666666666666
221,4,1000,684,1066,842,1033,842,7.366666666666666
222,5,904,685,965,851,934,851,7.4
222,2,520,721,585,893,552,893,7.4
222,3,1158,726,1330,799,1244,799,7.4
222,4,1004,690,1068,843,1036,843,7.4
223,5,901,685,964,851,932,851,7.433333333333334
223,2,520,721,586,891,553,891,7.433333333333334
223,3,1156,721,1323,799,1239,799,7.433333333333334
223,4,1008,696,1071,847,1039,847,7.433333333333334
224,5,899,686,960,851,929,851,7.466666666666667
224,2,525,721,589,886,557,886,7.466666666666667
224,3,1158,720,1312,797,1235,797,7.466666666666667
224,4,1010,697,1083,851,1046,851,7.466666666666667
225,5,896,684,957,851,926,851,7.5
225,2,529,722,591,879,560,879,7.5
225,3,1160,720,1310,795,1235,795,7.5
225,4,1014,697,1090,851,1052,851,7.5
226,5,895,681,954,851,924,851,7.533333333333333
226,2,531,722,593,877,562,877,7.533333333333333
226,3,1164,720,1311,796,1237,796,7.533333333333333
226,4,1019,697,1093,847,1056,847,7.533333333333333
227,5,893,680,950,850,921,850,7.566666666666666
227,2,533,720,595,875,564,875,7.566666666666666
227,3,1154,721,1307,797,1230,797,7.566666666666666
227,4,1021,697,1100,841,1060,841,7.566666666666666
228,5,891,678,949,851,920,851,7.6
228,2,537,718,598,873,567,873,7.6
228,3,1146,728,1304,799,1225,799,7.6
228,4,1023,697,1106,837,1064,837,7.6
229,5,890,677,947,850,918,850,7.633333333333334
229,2,541,717,604,872,572,872,7.633333333333334
229,3,1151,733,1304,798,1227,798,7.633333333333334
229,4,1023,696,1108,838,1065,838,7.633333333333334
230,5,889,675,946,847,917,847,7.666666666666667
230,2,542,714,609,870,575,870,7.666666666666667
230,3,1153,738,1305,800,1229,800,7.666666666666667
230,4,1022,697,1118,842,1070,842,7.666666666666667
231,5,888,676,945,848,916,848,7.7
231,2,544,711,612,871,578,871,7.7
231,3,1154,740,1309,800,1231,800,7.7
231,4,1028,696,1113,841,1070,841,7.7
232,5,887,678,945,849,916,849,7.733333333333333
232,2,545,708,614,872,579,872,7.733333333333333
232,3,1166,741,1309,796,1237,796,7.733333333333333
232,4,1037,694,1106,834,1071,834,7.733333333333333
233,5,885,679,949,849,917,849,7.766666666666667
233,2,546,707,615,872,580,872,7.766666666666667
233,3,1172,740,1311,794,1241,794,7.766666666666667
233,4,1045,694,1102,830,1073,830,7.766666666666667
234,5,885,680,950,848,917,848,7.8
234,2,546,705,621,872,583,872,7.8
234,3,1177,738,1312,795,1244,795,7.8
234,4,1050,690,1103,832,1076,832,7.8
235,5,885,680,948,846,916,846,7.833333333333333
235,2,546,704,618,872,582,872,7.833333333333333
235,3,1178,737,1314,796,1246,796,7.833333333333333
235,4,1054,686,1103,833,1078,833,7.833333333333333
236,5,884,680,946,845,915,845,7.866666666666666
236,2,547,702,615,871,581,871,7.866666666666666
236,3,1181,734,1314,796,1247,796,7.866666666666666
236,4,1054,683,1105,833,1079,833,7.866666666666666
237,5,884,680,942,842,913,842,7.9
237,2,549,703,610,871,579,871,7.9
237,3,1183,732,1314,796,1248,796,7.9
237,4,1054,678,1110,833,1082,833,7.9
238,5,882,679,940,844,911,844,7.933333333333334
